epoch,temp,train_corr,val_corr,train_corr_loss,val_corr_loss,actor_loss,critic_loss,design_var
17,1.0,tensor(0.5486),0.6390721313158672,tensor(0.4514),0.36092786868413285,0.11913598879387505,0.007006962581344915,0.001407115360215437
18,1.0,tensor(0.6124),0.5039236602783204,tensor(0.3876),0.49607633972167964,0.12465595106771543,0.005756829427699867,0.0020705066102050377
19,1.0,tensor(0.6221),0.46653160921732584,tensor(0.3779),0.5334683907826742,-0.044105045963797655,0.005155845531399871,0.002571873457089328
20,1.0,tensor(0.6178),0.6805374539693196,tensor(0.3822),0.31946254603068036,0.13880597572577627,0.005229895545905213,0.002550425635503703
21,1.0,tensor(0.6324),0.6812353854179383,tensor(0.3676),0.31876461458206173,0.1046649552688264,0.004867318370704265,0.0025701969796955064
22,1.0,tensor(0.6349),0.7332788287798564,tensor(0.3651),0.2667211712201436,0.07928632208652664,0.005201695682205881,0.002226428801438918
23,1.0,tensor(0.5959),0.7189193339347839,tensor(0.4041),0.2810806660652161,0.055516248480269786,0.0066906834564499805,0.000903258133279323
24,1.0,tensor(0.6304),0.7857954065004985,tensor(0.3696),0.2142045934995015,0.03719132158852983,0.00503125949647598,0.0005300548179892071
25,1.0,tensor(0.6182),0.6950367573102315,tensor(0.3818),0.3049632426897685,0.053600521413903486,0.0069149599422379925,0.0005148219794214687
26,1.0,tensor(0.6190),0.7244216926892598,tensor(0.3810),0.2755783073107402,0.11164369759068155,0.006187252485469128,0.0008215054963764391
27,1.0,tensor(0.6734),0.7565331230163574,tensor(0.3266),0.24346687698364256,0.04054549254581594,0.003708272589452806,0.0007484106451861168
28,1.0,tensor(0.6788),0.7096182270050049,tensor(0.3212),0.2903817729949951,0.0106915384792445,0.004062812578764333,0.0013219759349400798
29,1.0,tensor(0.6442),0.6201741129557292,tensor(0.3558),0.3798258870442708,0.022891133787339195,0.004304967726173505,0.0007248824257567002
30,1.0,tensor(0.6621),0.7575509664217631,tensor(0.3379),0.24244903357823688,0.0651978833121166,0.0051315166423390015,0.000587959877746343
31,1.0,tensor(0.6907),0.7972454369862875,tensor(0.3093),0.20275456301371253,0.04484288756961101,0.00428435294237646,0.0009132146256028168
32,1.0,tensor(0.6983),0.7030639247894287,tensor(0.3017),0.2969360752105713,0.004689200564189569,0.004905868766377416,0.0011458365878972568
33,1.0,tensor(0.6336),0.755206502755483,tensor(0.3664),0.24479349724451704,0.020819152318333325,0.006679690828880842,0.0003919207126743634
34,1.0,tensor(0.6692),0.7199509771664937,tensor(0.3308),0.2800490228335063,0.006819103794139728,0.00451786003770773,0.0008332511192808549
35,1.0,tensor(0.6712),0.7553202797571819,tensor(0.3288),0.24467972024281814,0.03503619451637854,0.004069684565603606,0.0015169779425486922
36,1.0,tensor(0.6548),0.6596856768925985,tensor(0.3452),0.3403143231074015,-0.1378389242186881,0.005965147963444843,0.0018723169712088349
37,1.0,tensor(0.6630),0.7603439402580261,tensor(0.3370),0.2396560597419739,0.22799837005870385,0.004714056214469581,0.002181127360515427
38,1.0,tensor(0.7058),0.7845817883809407,tensor(0.2942),0.21541821161905927,0.06259428589176713,0.003312105087285808,0.0018754043924507865
39,1.0,tensor(0.6631),0.7078647314707438,tensor(0.3369),0.2921352685292562,-0.02673343941765396,0.005501479105657496,0.001741538484221357
40,1.0,tensor(0.6763),0.7722549750010173,tensor(0.3237),0.22774502499898275,0.015004003460469999,0.004240589219807999,0.0012937231121846198
41,1.0,tensor(0.6515),0.6865434206326803,tensor(0.3485),0.31345657936731974,-0.03362526419915651,0.005983388312748406,0.0017177468539101251
42,1.0,tensor(0.6638),0.6672876942952474,tensor(0.3362),0.33271230570475263,0.010079570918229589,0.005555794616822719,0.0020796663702808715
43,1.0,tensor(0.6952),0.7696719056765239,tensor(0.3048),0.23032809432347612,0.051310930381471845,0.004200295265739594,0.0018555128061980531
44,1.0,tensor(0.6515),0.6111914421717326,tensor(0.3485),0.3888085578282674,-0.07125218322088844,0.0076190042935236225,0.001439577532450162
45,1.0,tensor(0.6281),0.7028586538632711,tensor(0.3719),0.29714134613672893,0.06911286681890488,0.007137809727193535,0.0015460634922706768
46,1.0,tensor(0.6553),0.7814323941866557,tensor(0.3447),0.21856760581334433,0.03671542034860243,0.006112683961648452,0.0015615817163662428
47,1.0,tensor(0.6988),0.7478290363947551,tensor(0.3012),0.25217096360524494,-0.024154471475827066,0.004717849823930584,0.0012082039000825924
48,1.0,tensor(0.6921),0.7969291361172994,tensor(0.3079),0.20307086388270057,0.03296976308825246,0.004913909786005446,0.0012180857899304674
49,1.0,tensor(0.7248),0.7828333716392517,tensor(0.2752),0.2171666283607483,0.0013863447922886464,0.0038425899107049732,0.0013954824208723088
50,1.0,tensor(0.7352),0.8325821730295817,tensor(0.2648),0.1674178269704183,0.04812071804414716,0.0035246068466109745,0.0016293471920908542
51,1.0,tensor(0.7736),0.8064637842178345,tensor(0.2264),0.1935362157821655,-0.004866563235981423,0.002721463370524393,0.0021781322930923158
52,1.0,tensor(0.7661),0.80582350842158,tensor(0.2339),0.19417649157841999,0.013753677353655036,0.002704097103316144,0.0023000917839899396
53,1.0,tensor(0.7867),0.8166248127619425,tensor(0.2133),0.18337518723805746,0.008439322534360383,0.0035084193792686165,0.0021859007105558066
54,1.0,tensor(0.7523),0.7765993096033732,tensor(0.2477),0.2234006903966268,-0.0021660275825282982,0.003643652789370096,0.0013452937187332856
55,1.0,tensor(0.7844),0.7865553220113118,tensor(0.2156),0.21344467798868816,0.010610019572798097,0.0029929326777152487,0.001573512963721888
56,1.0,tensor(0.7793),0.8158539028167725,tensor(0.2207),0.1841460971832275,0.009487564102468784,0.002989959061942436,0.0031285992319646633
57,1.0,tensor(0.7827),0.7962163147926331,tensor(0.2173),0.2037836852073669,8.110496009650984e-05,0.0025951489768761653,0.0021780642256990336
58,1.0,tensor(0.7615),0.8118012390136718,tensor(0.2385),0.18819876098632815,0.007422670004922047,0.0029051728006382433,0.0015419139387412813
59,1.0,tensor(0.7581),0.7677031550407409,tensor(0.2419),0.23229684495925906,-0.004711343981456339,0.003320037712927563,0.0016419270642085426
60,1.0,tensor(0.6159),0.7152272327740987,tensor(0.3841),0.2847727672259013,0.0028401307372147577,0.009852350308407455,0.0004746435962315126
61,1.0,tensor(0.7125),0.8151851213773091,tensor(0.2875),0.18481487862269086,0.030205308129651505,0.005427912968851551,0.0009181939085063181
62,1.0,tensor(0.7629),0.799141287167867,tensor(0.2371),0.20085871283213297,-0.004354679658486132,0.0026485737704616966,0.001697784605615756
63,1.0,tensor(0.7947),0.8323660031954447,tensor(0.2053),0.16763399680455526,0.008231195274282966,0.002187341931757587,0.0016088184298980132
64,1.0,tensor(0.7298),0.7976235998471578,tensor(0.2702),0.2023764001528422,-0.001018728965729998,0.0028296315432905367,0.0012518900267845183
65,1.0,tensor(0.7726),0.8345255937576294,tensor(0.2274),0.16547440624237064,0.011459606032818556,0.002831806829304449,0.0012331847162557797
66,1.0,tensor(0.7887),0.7765293903350831,tensor(0.2113),0.22347060966491694,-0.001337224508129191,0.0027728264395043864,0.0013690757878092035
67,1.0,tensor(0.7657),0.8323822932243348,tensor(0.2343),0.16761770677566523,0.006679700878105666,0.003111960105843608,0.0009491833669966773
68,1.0,tensor(0.8024),0.8196817706425985,tensor(0.1976),0.1803182293574015,0.0006265537712535119,0.002102138732880257,0.0015672982896825201
69,1.0,tensor(0.8224),0.8366467030843099,tensor(0.1776),0.16335329691569012,0.0018358378646274407,0.0020857229812194927,0.0020256134954428203
70,1.0,tensor(0.8149),0.8413296925226847,tensor(0.1851),0.15867030747731525,-0.0021564484188300475,0.0025434883064529524,0.001951941303957842
71,1.0,tensor(0.8232),0.8331301593780518,tensor(0.1768),0.1668698406219482,0.002661161685591204,0.0018339630900970263,0.0019425112798385192
72,1.0,tensor(0.8186),0.8542701493899028,tensor(0.1814),0.14572985061009724,0.0023020050932506197,0.0020655892380068985,0.0016726161338584988
73,1.0,tensor(0.8047),0.8237802942593893,tensor(0.1953),0.17621970574061074,-0.00024959708529671555,0.0021410873776004785,0.0011719651525480706
74,1.0,tensor(0.8199),0.85053799533844,tensor(0.1801),0.14946200466156,0.0006561547760247138,0.0018710551365194365,0.0008451630729495695
75,1.0,tensor(0.7770),0.8358882638613383,tensor(0.2230),0.1641117361386617,0.00233196122993372,0.0025600352610015186,0.0009627702118371401
76,1.0,tensor(0.8223),0.8173265236218771,tensor(0.1777),0.18267347637812292,0.0006885167638436287,0.0018991516230485582,0.000937483275423578
77,1.0,tensor(0.7584),0.8236973430315654,tensor(0.2416),0.1763026569684346,0.0020384401144753947,0.0036381127154413422,0.0007213933691545798
78,1.0,tensor(0.8233),0.8618995054562887,tensor(0.1767),0.13810049454371132,-0.0006465913826567039,0.0016763772415778508,0.00148607410617957
79,1.0,tensor(0.8366),0.8051331135431925,tensor(0.1634),0.1948668864568075,-0.0004937023439428262,0.001674886532505122,0.0014843788200074382
80,1.0,tensor(0.7511),0.7787777875264486,tensor(0.2489),0.22122221247355145,-0.0016331823268219043,0.00366293093829224,0.0005721554094353658
81,1.0,tensor(0.7636),0.8230059994061788,tensor(0.2364),0.1769940005938212,0.004483333159434168,0.0037735174273232893,0.0004533203332766629
82,1.0,tensor(0.8367),0.8605545528729757,tensor(0.1633),0.13944544712702434,0.001054620450591309,0.0013445814364005312,0.0013645248569286706
83,1.0,tensor(0.7993),0.7888390062650045,tensor(0.2007),0.21116099373499553,-0.0020732399295819433,0.0025685486790919146,0.0008205896757886206
84,1.0,tensor(0.7878),0.7814061767260233,tensor(0.2122),0.2185938232739767,-0.0034025784521772152,0.002798405246431158,0.0005811535358192039
85,1.0,tensor(0.8167),0.8483079632123312,tensor(0.1833),0.15169203678766885,0.008066451642531575,0.0023989250049340515,0.0008745638559359991
86,1.0,tensor(0.8233),0.856396138827006,tensor(0.1767),0.14360386117299395,0.0026488955091815767,0.00197325447178504,0.0010789352762431168
87,1.0,tensor(0.8357),0.8595108669598898,tensor(0.1643),0.14048913304011024,-0.0031501178908766364,0.0015868861133721383,0.0011094199164133323
88,1.0,tensor(0.8540),0.850269659837087,tensor(0.1460),0.14973034016291298,-0.0010932933328705922,0.001249470608802376,0.002168810330984885
89,1.0,tensor(0.8647),0.8718263556162517,tensor(0.1353),0.12817364438374834,0.00451061212206096,0.001083369761819612,0.0019268422312054194
90,1.0,tensor(0.8461),0.8365275012652079,tensor(0.1539),0.16347249873479208,-0.005670139386661743,0.0015953475581830692,0.001694378930454453
91,1.0,tensor(0.7997),0.8280753013292949,tensor(0.2003),0.17192469867070514,-0.007551941237167308,0.0022921729970964743,0.000730434630785072
92,1.0,tensor(0.8528),0.8546752473513285,tensor(0.1472),0.1453247526486715,0.00441897974679606,0.0011948500881843469,0.001409556313564903
93,1.0,tensor(0.8620),0.8740977258682251,tensor(0.1380),0.1259022741317749,0.001698154321430545,0.0011450322808829233,0.0018910743403656963
94,1.0,tensor(0.8495),0.8579472500483195,tensor(0.1505),0.1420527499516805,0.000779644786541579,0.0013000933322882063,0.0015507457830142557
95,1.0,tensor(0.8515),0.8706069553693135,tensor(0.1485),0.12939304463068646,-0.0020144066229920115,0.0011328213912416016,0.0020721347983926534
96,1.0,tensor(0.8637),0.8770164318084717,tensor(0.1363),0.12298356819152834,0.0015502252292802982,0.001101522652325712,0.0017660555718956809
97,1.0,tensor(0.8472),0.8047731493314108,tensor(0.1528),0.19522685066858925,-0.007216506748215148,0.0012452462856890633,0.0015168533868630204
98,1.0,tensor(0.8687),0.8877215801874797,tensor(0.1313),0.11227841981252029,0.005790243408136201,0.001125350169445339,0.0014617129905933612
99,1.0,tensor(0.8764),0.8813054351806641,tensor(0.1236),0.11869456481933593,-0.0016042033695664844,0.0009024981651337727,0.0013886599149228187
100,1.0,tensor(0.8653),0.8749566461245218,tensor(0.1347),0.12504335387547816,0.0005858620045198078,0.001242220637023421,0.0013682735804305002
101,1.0,tensor(0.8483),0.8247881848017374,tensor(0.1517),0.17521181519826257,0.0002973474172646539,0.001210593742577761,0.0012835177477008026
102,1.0,tensor(0.8250),0.8618056136767069,tensor(0.1750),0.13819438632329306,0.0018163078388958973,0.0013696764115630653,0.0008418297674833683
103,1.0,tensor(0.8550),0.8789921590487162,tensor(0.1450),0.12100784095128381,0.001156911959414158,0.0010082225724723335,0.0014391295040973968
104,1.0,tensor(0.8420),0.7838592564264933,tensor(0.1580),0.21614074357350666,-0.003793225724821943,0.0015054588676470812,0.0011147794056961542
105,1.0,tensor(0.6518),0.802094759941101,tensor(0.3482),0.19790524005889898,0.011284690507148441,0.010149478381992563,0.00019955084318082713
106,1.0,tensor(0.8386),0.8358729419708252,tensor(0.1614),0.16412705802917482,0.0022266679325124673,0.0014977473102796162,0.000978733130673502
107,1.0,tensor(0.8325),0.8119018357594808,tensor(0.1675),0.18809816424051917,-0.0015706991667352747,0.0015951673475751145,0.0008006328495153993
108,1.0,tensor(0.8382),0.872772701104482,tensor(0.1618),0.12722729889551798,0.0024619261636807206,0.0014861072332468402,0.000721143216025411
109,1.0,tensor(0.8709),0.8725782996813456,tensor(0.1291),0.1274217003186544,2.9324737156888373e-05,0.0011007686303744363,0.0018163885221277412
110,1.0,tensor(0.8508),0.8700174250602722,tensor(0.1492),0.12998257493972776,9.144608248351959e-05,0.0009391732176436802,0.00279581344193011
111,1.0,tensor(0.8433),0.8220474915504455,tensor(0.1567),0.17795250844955446,-0.0015766993902231517,0.0010953397580329022,0.0025642624020805224
112,1.0,tensor(0.8519),0.8859795958201091,tensor(0.1481),0.1140204041798909,0.002073113477086289,0.0009647832154585143,0.0019504757261622633
113,1.0,tensor(0.8689),0.8739997245470683,tensor(0.1311),0.1260002754529317,-0.00032917578629495804,0.0011111147195408688,0.0016152681748039628
114,1.0,tensor(0.8614),0.8694216128985087,tensor(0.1386),0.13057838710149128,-0.0012584131953649615,0.0010761939962127113,0.002085239026270676
115,1.0,tensor(0.8489),0.8677632163365682,tensor(0.1511),0.13223678366343183,0.0002810572291266892,0.0010641563417757025,0.002292399897828306
116,1.0,tensor(0.8168),0.8362164855003357,tensor(0.1832),0.16378351449966433,0.0007254571724486979,0.001405695225495157,0.0015212677091752229
117,1.0,tensor(0.8283),0.8334692848523458,tensor(0.1717),0.16653071514765416,0.0007482334897412281,0.0011875789406855498,0.001334694988551762
118,1.0,tensor(0.8350),0.8554037768046061,tensor(0.1650),0.1445962231953939,0.001107101536690862,0.0011271396852269454,0.0014089991945217836
119,1.0,tensor(0.8458),0.8463147700627645,tensor(0.1542),0.15368522993723555,0.0007875567813354887,0.0012048004685915928,0.0012794970740776575
120,1.0,tensor(0.8355),0.8498170626958211,tensor(0.1645),0.15018293730417887,0.0001441163035567131,0.0010651711344774157,0.0012467740354242555
121,1.0,tensor(0.8526),0.8533279269536336,tensor(0.1474),0.14667207304636642,0.0015240746324457098,0.0012024055318571188,0.001193465725551441
122,1.0,tensor(0.8581),0.8629377638498942,tensor(0.1419),0.13706223615010582,-0.0021139389788241763,0.0012582802180146372,0.0012371991162613166
123,1.0,tensor(0.8710),0.8863360471725464,tensor(0.1290),0.11366395282745356,-0.0004319670001665751,0.0011583417762901598,0.0015484116022850861
124,1.0,tensor(0.8394),0.840942651907603,tensor(0.1606),0.15905734809239702,-0.0009611979935220198,0.0010139297071695772,0.0017784649439874971
125,1.0,tensor(0.7943),0.8075996486345927,tensor(0.2057),0.19240035136540734,0.0017811075898271315,0.0016500214181962946,0.0013908511337317657
126,1.0,tensor(0.8181),0.8018539725939433,tensor(0.1819),0.1981460274060567,-0.00011856182419343672,0.0013613822290989958,0.0010557581683653487
127,1.0,tensor(0.8229),0.8504929157892863,tensor(0.1771),0.14950708421071368,0.0018409540988433403,0.001620963393752526,0.0010289078507931871
128,1.0,tensor(0.8534),0.8685629529953003,tensor(0.1466),0.13143704700469971,0.0013305832084693145,0.0010539398063071467,0.001569620796087149
129,1.0,tensor(0.8655),0.8749390076001485,tensor(0.1345),0.12506099239985147,0.0008441656652772635,0.0008514664871783457,0.0016807561307786065
130,1.0,tensor(0.8565),0.8767393822669983,tensor(0.1435),0.12326061773300168,0.00032043801822389167,0.0010561448592719452,0.0012253422968808497
131,1.0,tensor(0.8566),0.8776446868578593,tensor(0.1434),0.12235531314214065,0.001055493707233517,0.0010720610438200214,0.0015222639198692743
132,1.0,tensor(0.8691),0.8857485904693604,tensor(0.1309),0.11425140953063961,0.0006767332264418273,0.0010160842212675115,0.0014747737652965282
133,1.0,tensor(0.8615),0.8681545379956563,tensor(0.1385),0.13184546200434366,-0.000847412737641941,0.0009905011827066102,0.0015063529556388394
134,1.0,tensor(0.8487),0.8701241898536682,tensor(0.1513),0.12987581014633176,0.0011560518476180731,0.0011972722384869469,0.0013714904899529198
135,1.0,tensor(0.8684),0.8674732707341513,tensor(0.1316),0.13252672926584874,0.0006128154143429639,0.0011627245190072898,0.0013327142583500397
136,1.0,tensor(0.8597),0.8548036556243896,tensor(0.1403),0.14519634437561035,-0.0005069486372695681,0.000989850009430691,0.001608185683409765
137,1.0,tensor(0.8561),0.8716567497253418,tensor(0.1439),0.1283432502746582,0.0007510242111523423,0.0010476047211138968,0.0015416990217605704
138,1.0,tensor(0.8772),0.8799936997095744,tensor(0.1228),0.12000630029042558,0.00040108966292699046,0.0008696210346244873,0.0014333330692821427
139,1.0,tensor(0.8728),0.8785299768447876,tensor(0.1272),0.12147002315521238,0.0002753819220437946,0.0009292963762948347,0.001024110266154534
140,1.0,tensor(0.8630),0.874152630329132,tensor(0.1370),0.12584736967086796,-0.0020437823285822544,0.0013078553610914416,0.0008848907033128566
141,1.0,tensor(0.8662),0.862576565583547,tensor(0.1338),0.137423434416453,-0.0005825582550054318,0.0009668833399945103,0.0009673670293812297
142,1.0,tensor(0.8591),0.8547073135375977,tensor(0.1409),0.14529268646240234,0.00033941190126106927,0.001091812335897374,0.0005751529888560374
143,1.0,tensor(0.8394),0.8208342653910319,tensor(0.1606),0.17916573460896812,-0.0014690568839003772,0.0014411255415146338,0.00035549291827013355
144,1.0,tensor(0.7061),0.7166796048482259,tensor(0.2939),0.2833203951517741,0.00049773518803219,0.006174752485686432,8.391777632462899e-05
145,1.0,tensor(0.7133),0.7511579020818074,tensor(0.2867),0.24884209791819256,0.000599577686324585,0.0037001591029929603,5.132944388989065e-05
146,1.0,tensor(0.8214),0.8322491121292114,tensor(0.1786),0.16775088787078862,0.002337027335425087,0.0016737917846930861,0.00025889516254200745
147,1.0,tensor(0.8405),0.8653068521817525,tensor(0.1595),0.13469314781824748,0.00011605260520356527,0.001359203690522128,0.00036438915367532324
148,1.0,tensor(0.8716),0.8775531620979309,tensor(0.1284),0.12244683790206912,-0.0003543762629688309,0.000761481839162722,0.0009998409939733775
149,1.0,tensor(0.8748),0.8761402044296265,tensor(0.1252),0.12385979557037352,-0.0009339789611720399,0.0008247175234317326,0.0013759103403998571
150,1.0,tensor(0.7646),0.6787543829282124,tensor(0.2354),0.32124561707178756,-0.004207926617412452,0.00574966396414465,0.0007331140912635755
151,1.0,tensor(0.5653),0.6668632610638936,tensor(0.4347),0.3331367389361064,0.00014842441346161393,0.0175223660173898,4.926059090697284e-06
152,1.0,tensor(0.6870),0.7070917930603028,tensor(0.3130),0.2929082069396972,0.0001394762911245619,0.002488950487708767,1.3716949759614898e-05
153,1.0,tensor(0.8069),0.8784788970947266,tensor(0.1931),0.1215211029052734,0.003932900170044026,0.0017306091979981,0.0004889041017883931
154,1.0,tensor(0.8565),0.8393355887730917,tensor(0.1435),0.16066441122690833,-0.0016145786979335785,0.000936298377698206,0.0006204811265986217
155,1.0,tensor(0.8387),0.838419621626536,tensor(0.1613),0.16158037837346395,-5.8393154456688645e-05,0.0010819381507214307,0.00030041276228516116
156,1.0,tensor(0.8655),0.8462518229484558,tensor(0.1345),0.1537481770515442,0.00022855029238812757,0.0010893275972847045,0.0008672071836333265
157,1.0,tensor(0.8703),0.8729639476140341,tensor(0.1297),0.12703605238596594,0.00018727345200124802,0.000996590789116214,0.0008086835293205488
158,1.0,tensor(0.8408),0.8773694766362509,tensor(0.1592),0.12263052336374913,-0.00016107714582610418,0.001246124106361916,0.0006441721266274454
159,1.0,tensor(0.8747),0.8823994642893473,tensor(0.1253),0.11760053571065265,-0.0002687527605969655,0.0008560550313674084,0.0008487515721077982
160,1.0,tensor(0.8727),0.8402069058418274,tensor(0.1273),0.15979309415817256,-0.0018020553334063152,0.0007687193215738102,0.0014465000849347889
161,1.0,tensor(0.8709),0.8786022694905599,tensor(0.1291),0.12139773050944014,0.0007737967480268133,0.0007358494093981184,0.0016980555759612144
162,1.0,tensor(0.8754),0.8703528814315796,tensor(0.1246),0.12964711856842037,-0.0008081013611926321,0.0008050416503194452,0.0011914430714310392
163,1.0,tensor(0.8731),0.8802641488711039,tensor(0.1269),0.11973585112889606,-0.0003455186599677657,0.0007721954397324576,0.001284200574058974
164,1.0,tensor(0.8770),0.8658099053700765,tensor(0.1230),0.13419009462992348,-0.00022709948053224044,0.0007864739785579507,0.0014348715373086172
165,1.0,tensor(0.8478),0.8903502655029297,tensor(0.1522),0.10964973449707027,-0.00025933046638965606,0.0015661042022078171,0.0009302805145761292
166,1.0,tensor(0.8808),0.8723416352272033,tensor(0.1192),0.12765836477279668,-0.000745940078376678,0.0009730499891400445,0.0013594674967686857
167,1.0,tensor(0.8653),0.8823681850433349,tensor(0.1347),0.11763181495666508,-0.00014894928941666557,0.0011036167681008839,0.0010381259289325069
168,1.0,tensor(0.8729),0.8784344328244528,tensor(0.1271),0.12156556717554723,0.00015527330303826092,0.0009297898157615156,0.0009412380701028987
169,1.0,tensor(0.8829),0.8888049888610839,tensor(0.1171),0.11119501113891606,-0.00032917965383252553,0.0008287940862143219,0.0011325161443827183
170,1.0,tensor(0.8742),0.8663042624791463,tensor(0.1258),0.13369573752085373,-0.0005526788214031656,0.0009115487479337294,0.0008262310818393241
171,1.0,tensor(0.8697),0.8920110074679056,tensor(0.1303),0.10798899253209437,0.0006025791776309345,0.0012613159177245555,0.0007317519084011254
172,1.0,tensor(0.8795),0.8760746885935465,tensor(0.1205),0.12392531140645346,-0.0003682826169880859,0.0009234597965631573,0.0009397695513703582
173,1.0,tensor(0.8566),0.8872084094683329,tensor(0.1434),0.1127915905316671,6.324312510785827e-05,0.0012971774569136311,0.0007578622211228337
174,1.0,tensor(0.8797),0.8767391843795777,tensor(0.1203),0.12326081562042235,-0.0004552115398017984,0.0006898037384208979,0.0017247667748219611
175,1.0,tensor(0.8857),0.8976313161849976,tensor(0.1143),0.10236868381500241,4.726536875884784e-05,0.0008022021402712757,0.0019271982637021625
176,1.0,tensor(0.8900),0.897880763689677,tensor(0.1100),0.10211923631032305,-0.0006485100621194171,0.0007901949915190655,0.001469775650290805
177,1.0,tensor(0.8929),0.8959422369003296,tensor(0.1071),0.10405776309967041,-0.00017102856669378908,0.0007788288729313472,0.0012504797435218566
178,1.0,tensor(0.8931),0.89402499071757,tensor(0.1069),0.10597500928242998,-4.649145674091159e-05,0.0007987206417775157,0.001477315712229986
179,1.0,tensor(0.8805),0.8897468422253927,tensor(0.1195),0.11025315777460731,-0.00018847062761421528,0.000689719046598049,0.0017575319403488384
180,1.0,tensor(0.8838),0.8825948131879171,tensor(0.1162),0.1174051868120829,-0.00036665972052632196,0.0008117049736472182,0.002102184368444509
181,1.0,tensor(0.8825),0.8828249328931173,tensor(0.1175),0.11717506710688275,-0.0004281972827095734,0.0006405951058091456,0.0025583376265866193
182,1.0,tensor(0.8751),0.8824928620656332,tensor(0.1249),0.11750713793436685,-0.00015583830612727947,0.0007905702270381561,0.002726308267040734
183,1.0,tensor(0.8787),0.8816469731330872,tensor(0.1213),0.11835302686691285,-0.00026643890704502137,0.0007910237483262168,0.001653980044942153
184,1.0,tensor(0.8879),0.8909104132652282,tensor(0.1121),0.10908958673477176,-0.0006417223867110647,0.0007148959712600963,0.0021276362155024943
185,1.0,tensor(0.8879),0.8802098299662272,tensor(0.1121),0.11979017003377279,-0.000849146089761665,0.0007926032894977955,0.001729719717382339
186,1.0,tensor(0.8938),0.897800227801005,tensor(0.1062),0.10219977219899501,-0.001001621600485554,0.000763190037567886,0.00150640057140079
187,1.0,tensor(0.8975),0.8973798287709555,tensor(0.1025),0.10262017122904454,-0.0005900563748814819,0.0005869956491422734,0.0015295719026931023
188,1.0,tensor(0.8292),0.8065767475763956,tensor(0.1708),0.19342325242360436,-0.001270375659735516,0.0017684359370936157,0.0005167180128281184
189,1.0,tensor(0.8295),0.8323823806444803,tensor(0.1705),0.16761761935551966,-0.00023264854682074338,0.0012289694598995292,0.0003814884033462588
190,1.0,tensor(0.8403),0.8059309487342834,tensor(0.1597),0.1940690512657166,0.00013955303193315078,0.0013474638246152768,0.00041526924379235296
191,1.0,tensor(0.8330),0.8389680523872376,tensor(0.1670),0.1610319476127624,0.00017484799319093949,0.0016170664337835006,0.0003570669993202676
192,1.0,tensor(0.8447),0.8585983683268229,tensor(0.1553),0.1414016316731771,0.0002838258031232838,0.0013012510504149999,0.0004564438852922697
193,1.0,tensor(0.8624),0.8785739682515462,tensor(0.1376),0.12142603174845379,-0.0003806374748237431,0.0013538699850935924,0.0005291323518511235
194,1.0,tensor(0.8843),0.9018095703125,tensor(0.1157),0.09819042968750002,9.870932814093274e-05,0.0006921430034753062,0.0010110085461811538
