epoch,temp,train_corr,val_corr,train_quant_loss,val_quant_loss,actor_loss,critic_loss,design_var
1,1.0,tensor(0.0037),-0.6285129548708598,tensor(0.9963),1.62851295487086,-4.369158174882855,0.01945332270209359,0.0013560947159043791
2,1.0,tensor(0.0006),0.489269659837087,tensor(0.9994),0.5107303401629131,-0.5240676194241173,0.016273606437487934,0.001357061014821132
3,1.0,tensor(-0.0094),0.2949453120231628,tensor(1.0094),0.7050546879768371,-0.7561280300496963,0.01514275301993174,0.0013786184192193967
4,1.0,tensor(-0.0020),-0.03281764356295268,tensor(1.0020),1.0328176435629526,0.10179346248559784,0.016206664991925527,0.0013776143579335327
5,1.0,tensor(0.0072),-0.4940318323771159,tensor(0.9928),1.4940318323771158,-0.08326464972579688,0.015701594843171462,0.001381079322936242
6,1.0,tensor(0.0125),0.4073123566309611,tensor(0.9875),0.5926876433690389,-1.0742663367840282,0.015400647666351066,0.0013564755314013413
7,1.0,tensor(0.0168),-0.3609169384638468,tensor(0.9832),1.3609169384638469,0.4760943981388159,0.015282217123500247,0.0013549087970239813
8,1.0,tensor(0.0249),0.10232649232726468,tensor(0.9751),0.8976735076727353,0.7139773341061776,0.01604668234347701,0.0013692054942478998
9,1.0,tensor(0.0396),-0.5611928448677063,tensor(0.9604),1.5611928448677062,-0.03641533498596727,0.015278581198206858,0.0013446353518551117
10,1.0,tensor(0.0516),-0.21788910680015883,tensor(0.9484),1.217889106800159,0.14395151042101675,0.01576978821550428,0.001299007821697415
11,1.0,tensor(0.0872),-0.4571444412867228,tensor(0.9128),1.4571444412867227,1.4037237829074525,0.014641812105562152,0.0012878055022375887
12,1.0,tensor(0.0981),0.3846179943283399,tensor(0.9019),0.6153820056716601,0.3941635820238214,0.016345817594648763,0.0012933838839495652
13,1.0,tensor(0.1720),0.7215446025530498,tensor(0.8280),0.27845539744695025,1.9629632612194932,0.014498328702237542,0.0013605211514228007
14,1.0,tensor(0.1968),-0.04690765889485677,tensor(0.8032),1.0469076588948567,1.292983007531417,0.012579452470576829,0.0014501590764787245
15,1.0,tensor(0.2880),0.5655899160703023,tensor(0.7120),0.4344100839296977,1.3293159281078137,0.01419779285825701,0.001591934511781131
16,1.0,tensor(0.3584),-0.013586356045989456,tensor(0.6416),1.0135863560459895,0.12173343558060495,0.012154839008830446,0.0018439486902860696
17,1.0,tensor(0.3745),-0.4668021502494812,tensor(0.6255),1.4668021502494812,0.4653800022225631,0.012273289689798619,0.0018050805149567232
18,1.0,tensor(0.4227),0.013587777656503779,tensor(0.5773),0.9864122223434962,0.2848306177791796,0.00952182713101153,0.0018381479626782891
19,1.0,tensor(0.4549),1.472421748379323e-09,tensor(0.5451),0.9999999985275783,0.24011392765714412,0.010216738200008804,0.0018514431783471976
20,1.0,tensor(0.4868),0.37716058985392253,tensor(0.5132),0.6228394101460775,0.20987116531531017,0.008582802450754995,0.001947817566526825
21,1.0,tensor(0.4868),0.12942217604319253,tensor(0.5132),0.8705778239568075,0.30040675185856064,0.009303798305072632,0.00219937138419533
22,1.0,tensor(0.4948),0.18518398173650105,tensor(0.5052),0.8148160182634989,0.01361602076312952,0.00873280494407574,0.0020702852857250134
23,1.0,tensor(0.4952),-0.3767903059323629,tensor(0.5048),1.376790305932363,0.23986926553960433,0.009343759413140473,0.002157073670736792
24,1.0,tensor(0.5133),0.0,tensor(0.4867),1.0,0.05296248555601689,0.007708713037828129,0.0021866783583046573
25,1.0,tensor(0.5154),0.017189347468006873,tensor(0.4846),0.9828106525319932,0.2698017300681064,0.0074983133733251975,0.00161418027849051
26,1.0,tensor(0.5277),1.472421748379323e-09,tensor(0.4723),0.9999999985275783,0.08371407387235709,0.007116542772730116,0.00202614736846207
27,1.0,tensor(0.5180),0.013587749682057166,tensor(0.4820),0.9864122503179429,0.17868179805027812,0.007949532100160289,0.0018724349596325243
28,1.0,tensor(0.5349),-1.472421748379323e-09,tensor(0.4651),1.0000000014724217,0.07634036624510038,0.0074618183647413095,0.00208155606783469
29,1.0,tensor(0.5316),0.44027557436625164,tensor(0.4684),0.5597244256337484,-0.03849520509154127,0.006596871409134246,0.001654141539266627
