epoch,temp,train_loss,val_loss,train_var,train_quant_loss,val_quant_loss
1,1.025,1.1178530671136422,1.082874283472697,3.945845280267939e-05,0.4134721949225978,0.2883948009808858
2,1.05,1.0822093058803626,1.0693357092539468,0.00011971656525131772,0.48147001781798243,0.4424228154818217
3,1.075,1.0722441825197455,1.0661997750600178,0.00021183378023316007,0.46239264464796637,0.8873204436302186
4,1.1,1.0671258911500898,1.0574846862157186,0.00037464781691271226,0.4778146401455528,0.5478588959376017
5,1.125,1.0622843040834393,1.0546955394744872,0.0005215989574790001,0.6237271916071574,1.205368574142456
6,1.15,1.0598919565970437,1.0507641239166259,0.0006901805161237064,1.0242141256332398,0.8317614086469014
7,1.175,1.056810438825373,1.047829932530721,0.000940643514179739,0.9465007306483754,0.9269368561108907
8,1.2,1.0542341374681707,1.0453919922510784,0.0012390470807358883,0.8079420441577309,0.725800847530365
9,1.225,1.0516959757888527,1.0456892878214519,0.0014602785763543165,0.6695746326613844,0.87716330798467
10,1.25,1.0499338314826028,1.0435678745905559,0.002067526776474296,0.6480618890712135,0.7298245166142782
11,1.275,1.047038570571364,1.0407162771224976,0.0028467460152807465,0.5243309096955416,0.44305167118708294
12,1.3,1.0451470700481482,1.0372143389383952,0.0033980097534755866,0.44975205052526374,0.4988702777226766
13,1.325,1.0437834869685927,1.0355951197942097,0.00409988263870279,0.44493159971739116,0.40920274273554486
14,1.35,1.0412284433130632,1.0345094486872355,0.004909754632008181,0.35850905638410335,0.34635977490743003
15,1.375,1.0399592148797554,1.032078351656596,0.006327468368437206,0.2929358974841603,0.2567907271385193
16,1.4,1.0375560775723374,1.02975430170695,0.008351223532175808,0.22143474555433842,0.1401229060490926
17,1.425,1.0354490992395502,1.0270792452494304,0.010797205805909215,0.17481346649872628,0.1251612911224365
18,1.45,1.0339559283172874,1.0273176844914753,0.013473163697280383,0.144817491589931,0.11600771395365397
19,1.475,1.0318593945252268,1.0245853993097942,0.015107272800123483,0.15150203039771631,0.13782040452957153
20,1.5,1.0299984307707402,1.0222416222890218,0.016233991711939635,0.14150779171993857,0.11459642330805461
21,1.525,1.0288682000176947,1.0233619066874187,0.01677157980778761,0.13654194211123283,0.1513840177853902
22,1.5499999999999998,1.0277474371926827,1.0198145004908243,0.01717690897994397,0.1316591880028708,0.10766158040364583
23,1.575,1.0266365998251397,1.0190619707107544,0.017494653190175694,0.13286169042921903,0.1074962232907613
24,1.6,1.0262379272527862,1.0185105079015095,0.01768984459850349,0.10864977208355017,0.07538602415720622
25,1.625,1.0249122544171518,1.0173765570322673,0.01793342753957238,0.09725399194683945,0.09368294684092204
26,1.65,1.023968199027212,1.0167434635162353,0.01816621864809279,0.09798641365452816,0.09737451140085857
27,1.675,1.0231496205580861,1.0162022771835326,0.01838583640022236,0.10109145829552098,0.08977954403559367
28,1.7000000000000002,1.0227499135669909,1.0161971429189047,0.018492059187930926,0.08430780850795278,0.07868336280186972
29,1.7249999999999999,1.0224154255682962,1.0144550755818684,0.01861942726556669,0.08076975045287818,0.06521889813741048
30,1.75,1.0214026896158854,1.0139158760706584,0.018596373097938403,0.0767829403709947,0.05959221029281616
31,1.775,1.0209162001191523,1.0142319367726644,0.018776546264165327,0.07454368867372212,0.06731761344273886
32,1.7999999999999998,1.0208295889570003,1.0140104503631593,0.018816079698372304,0.0751722948091072,0.06264717690149943
33,1.825,1.0203631794243528,1.0143926798502605,0.018801221316059432,0.07178798870454754,0.06348703606923421
34,1.85,1.0197317161894681,1.0143407729466756,0.01894420045378961,0.073749442309664,0.06005358330408732
35,1.875,1.0192841078105725,1.0125212211608887,0.019016107082236233,0.07276910561846013,0.06235498857498169
36,1.9,1.0190036529574478,1.0137758480707804,0.019009668119643865,0.07278873836785033,0.06457056522369385
37,1.9249999999999998,1.0185859813522875,1.0115536766052247,0.01911975703009388,0.07404514746080365,0.07062490606307983
38,1.95,1.0183155526780245,1.0130668436686199,0.019083218418715294,0.07750499918586329,0.06345221996307374
39,1.975,1.017712306424191,1.0126099786758422,0.0190581626094747,0.07236534640663549,0.07534067948659261
40,2.0,1.017782275685093,1.011508108139038,0.019194256505161,0.07504346763041982,0.06634588511784871
41,2.025,1.0171294623759755,1.012603936513265,0.019194053364950316,0.0763536838648612,0.0638930115699768
42,2.05,1.0170885203679403,1.0121537761688233,0.019286054136460288,0.07219031059532835,0.06223312997817993
43,2.075,1.0165367142024793,1.01040017191569,0.01918340778193976,0.07087093779078701,0.06770906352996826
44,2.0999999999999996,1.0164758531838132,1.0111355746587118,0.019256845838798765,0.07014497366286161,0.06039626948038737
45,2.125,1.0162012691497804,1.0108109871546427,0.019206570563086292,0.06821743139467741,0.06278719409306845
46,2.15,1.0161184412638347,1.0108344519933066,0.019336210957744664,0.06787913588473671,0.05704105138778687
47,2.175,1.0152490430798446,1.009948084195455,0.019285727826780393,0.06666337946841591,0.06179004335403442
48,2.2,1.0150374288391648,1.00986918926239,0.019319800499238465,0.06756310212821291,0.062288350264231365
49,2.2249999999999996,1.0148710535952918,1.0097907594045004,0.019287456524215246,0.06813922867022063,0.061329243659973144
50,2.25,1.014732926837185,1.00970667330424,0.019320619803510214,0.06892494829914025,0.07001991256078084
