epoch,temp,train_loss,val_loss,train_var,train_quant_loss,val_quant_loss
1,1.025,1.1203159244436967,1.0791627022425334,0.00013563809238296114,0.3852615134255928,0.24399432833989462
2,1.05,1.0817238553365072,1.0658100414276124,0.00021587298773515054,0.7130643229233591,0.5665308032035827
3,1.075,1.0705772824036448,1.0593407554626464,0.0003133424154989291,0.5039300206585934,0.4319226088523865
4,1.1,1.0648457407031142,1.055088254928589,0.00046056769183722504,0.5851150617515831,0.5597847304344177
5,1.125,1.0605889136833058,1.0526203037897746,0.0005508877454211184,0.5472919464278639,0.6246636401812236
6,1.15,1.0572336707533452,1.0481129843393961,0.0006305860415787289,0.5400259702331142,0.4545440991719564
7,1.175,1.0542732156787002,1.0452253042856852,0.0007073737879675862,0.5337949529363398,0.47997473637262983
8,1.2,1.051278264530918,1.0446426184972126,0.000781259963648361,0.567079648310678,0.5131916240056356
9,1.225,1.050035774615773,1.0420905993779501,0.0008665911232513425,0.5714945188656188,0.5417734444936116
10,1.25,1.0475373866934525,1.0414061838785806,0.0009485966826527657,0.6075904611955609,0.7105883410771687
11,1.275,1.0458318952426575,1.0395764023462932,0.0010269362164759322,0.5539883454306084,0.45504004033406575
12,1.3,1.0438970822953342,1.0370453214645385,0.001156371871074825,0.49730839014053346,0.4703474949200948
13,1.325,1.0425193851872494,1.0357795667648315,0.001241996059520987,0.4607677282366836,0.39493924570083616
14,1.35,1.0404501141665274,1.033095994313558,0.00143213329499326,0.3917359038152193,0.374155374844869
15,1.375,1.0382461356782076,1.0309914604822794,0.0016111653362515202,0.3118354074160258,0.2690994103749593
16,1.4,1.0366373510026095,1.030364821434021,0.0019366871159066234,0.26377966790450247,0.21839318068822225
17,1.425,1.035361851742393,1.028597333908081,0.0022343166242762094,0.2131226343773959,0.16808493661880494
18,1.45,1.03403978254084,1.0281811612447103,0.002529534911148642,0.1811398142513476,0.17309845574696858
19,1.475,1.033174833096956,1.0283678455352783,0.003030500490283757,0.16542046059223645,0.14778486347198486
20,1.5,1.0316228788944712,1.0252891206741332,0.0036443533734009975,0.1580298381688302,0.14656278562545777
21,1.525,1.0298352873952765,1.0234669733047486,0.004582455500829638,0.15145152070229514,0.14091741784413656
22,1.5499999999999998,1.028329864485222,1.0226281627019247,0.006075676903978252,0.16075234022475127,0.18042122475306194
23,1.575,1.0268837080336453,1.0200969800949096,0.008108368714846539,0.19309944981859442,0.21277692969640097
24,1.6,1.0254127250972547,1.0196779311498005,0.009553701110772396,0.16357535147248653,0.17584321037928263
25,1.625,1.0239557553508825,1.018709992090861,0.010514051070730937,0.13047978864636336,0.11169978189468384
26,1.65,1.0234707838359631,1.0183214124043782,0.011095602402300165,0.12119164750450535,0.13731500562032065
27,1.675,1.0225691568642332,1.0187044162750245,0.01113121946156025,0.12438995497686821,0.13227559677759806
28,1.7000000000000002,1.0219122802834761,1.0169961919784547,0.011571854398961653,0.11969521272391603,0.13828352371851604
29,1.7249999999999999,1.0213570906153897,1.01651886622111,0.01162106917863875,0.11217744441618,0.07897040255864461
30,1.75,1.020689999814619,1.0163329734802247,0.011809469637117887,0.08240749265436541,0.08605300219853719
31,1.775,1.0203718443920737,1.0160411529541016,0.011892912086949014,0.07403456377564815,0.07482172632217407
