epoch,temp,train_loss,val_loss,train_var,train_quant_loss,val_quant_loss,train_avg_reward
1,1.0166666666666666,1.1944184777778493,1.180886030515035,0.0013568525318477073,0.40422912692187124,0.3484137957890828,0.0
2,1.0333333333333334,1.1203127241636577,1.1046017093658447,0.0016105644570728926,0.3285328271263524,0.2866061663627624,0.0
3,1.05,1.1014909811187208,1.1012039680480956,0.0022011955313776667,0.32420520721402085,0.28949719619750974,0.0
4,1.0666666666666667,1.0943375042363217,1.0910764354070028,0.002869392768202121,0.24487165082964982,0.26274763186772665,0.0
5,1.0833333333333333,1.0863297414445041,1.0893264074325562,0.004218898104601785,0.2188651544838621,0.1654641227722168,0.0
6,1.1,1.0811590133800841,1.0809553038279216,0.010288095219877728,0.1701870967463443,0.1561891876856486,0.0
7,1.1166666666666667,1.075759138508847,1.0812573356628419,0.012565499878243395,0.15867638855649713,0.15551023356119792,0.0
8,1.1333333333333333,1.0727923927976375,1.0746271664301554,0.012888561718688723,0.14774525828947102,0.13398314253489177,0.0
9,1.15,1.0698052898038897,1.0753513813018798,0.013537905436335948,0.13509320788634452,0.11136746040980021,0.0
10,1.1666666666666667,1.066245656548885,1.0719615255991617,0.013433510303758738,0.12603674840090567,0.13692279068628946,0.0
11,1.1833333333333333,1.0649054934016444,1.068417264620463,0.013187180798043284,0.12168574743940119,0.11504888614018759,0.0
12,1.2,1.0613757551594785,1.0647462371190388,0.013268503262024178,0.10988765582703708,0.11371633307139078,0.0
13,1.2166666666666668,1.059769444448906,1.0654948816299439,0.013236918821669462,0.10614045102972733,0.10020019801457723,0.0
14,1.2333333333333334,1.0586123550147342,1.0631734495162963,0.01333302441919059,0.10298928600445129,0.10151514943440755,0.0
15,1.25,1.0557466870023493,1.0591968005498251,0.013532138837011237,0.10360327693035729,0.11049290323257446,0.0
16,1.2666666666666666,1.053918046566478,1.0601643285751343,0.013639956725793972,0.1007928553213153,0.09767891645431519,0.0
17,1.2833333333333332,1.0514977129551402,1.0679088150660196,0.013449693579814936,0.09741411666702805,0.10233201122283936,0.0
18,1.3,1.0498188585482147,1.054694043159485,0.01312601886493595,0.09729617577268367,0.10242630259195963,0.0
19,1.3166666666666667,1.0495631981230618,1.0536659479141235,0.013619967982957238,0.09692359331197906,0.10239749622344971,0.0
20,1.3333333333333333,1.0471252995708533,1.0563988717397055,0.013445229137675804,0.09419767728604768,0.11142112890879313,0.0
21,1.35,1.046870103752404,1.0562447166442872,0.013371309281571915,0.0909599355312816,0.09369328085581462,0.0
22,1.3666666666666667,1.0447160685187893,1.0506142568588257,0.013488032005073732,0.08880045314420734,0.08955476490656535,0.0
23,1.3833333333333333,1.0423955504768774,1.0529084593454996,0.013433269708302983,0.08829832119690745,0.09929711310068766,0.0
24,1.4,1.0424215027993184,1.0491123663584392,0.01328063391149044,0.08576947178756981,0.09645890728632608,0.0
25,1.4166666666666665,1.042349400955334,1.0474588867823282,0.013302958883998687,0.08350634029455352,0.08561407661437988,0.0
26,1.4333333333333333,1.0400724629351967,1.0499019139607748,0.013297829547995015,0.08107706563514576,0.08537881803512573,0.0
27,1.45,1.0394507044072736,1.050101354598999,0.013300713698592103,0.07912714888756735,0.08404449272155762,0.0
28,1.4666666666666668,1.0374415566126505,1.0469213692347208,0.01324332826349296,0.07699530941979926,0.08265000009536744,0.0
29,1.4833333333333334,1.038395542228431,1.0487064867019653,0.013699096410682328,0.08032294548603526,0.08611704921722411,0.0
30,1.5,1.0359831455130326,1.0451890573501588,0.013554278644553401,0.07704848316259552,0.08709841680526734,0.0
31,1.5166666666666666,1.0345740107820744,1.0449459342956542,0.01362804756823339,0.07732549153712757,0.08498659054438273,0.0
32,1.5333333333333332,1.035485766979686,1.0455512313842774,0.013782090659204282,0.0759770356228477,0.08671975787480672,0.0
33,1.5499999999999998,1.0337788084766322,1.0471803747812907,0.013404939147333305,0.07718613236410576,0.09011151552200318,0.0
34,1.5666666666666667,1.0324521649343925,1.045874064127604,0.01380087088453665,0.07482731813296938,0.08266062657038371,0.0
35,1.5833333333333333,1.0322835622754014,1.0472301753362019,0.013735693341284468,0.07346791403753716,0.08860203313827515,0.0
36,1.6,1.031988474026061,1.04710245068868,0.01368104284674975,0.06948615282460263,0.07922377332051594,0.0
37,1.6166666666666667,1.0309849874094912,1.0454470202128092,0.013973888637726768,0.06536840465612578,0.07568669382731119,0.0
38,1.6333333333333333,1.0297257255420351,1.0479780604044597,0.013868665631141579,0.06406600132323148,0.08176039854685466,0.0
39,1.65,1.0301169735088682,1.0464282353719077,0.013913446845192658,0.06762514579505251,0.08786267058054606,0.0
40,1.6666666666666665,1.0288094977997897,1.0442041692733766,0.013777474493311162,0.06759910786779304,0.0809145328203837,0.0
41,1.6833333333333331,1.0276983659978498,1.0437916593551635,0.013723078775824162,0.06590973669185973,0.08171671454111736,0.0
42,1.7000000000000002,1.0270489855983802,1.0452075913747152,0.013846568937625802,0.061449539126011365,0.07299565649032592,0.0
43,1.7166666666666668,1.026589064280192,1.0467839002609254,0.013802399243636613,0.05718924064803542,0.07161549774805705,0.0
44,1.7333333333333334,1.0253937125791583,1.0458995491663614,0.013928883000162609,0.056848416010538735,0.07803328005472819,0.0
