epoch,temp,train_loss,val_loss,train_var,train_quant_loss,val_quant_loss,train_avg_reward
1,1.0,1.1898760665927017,1.1401422684987386,0.0026888928818148807,0.3382318858347441,0.2331735650698344,0.0
2,1.0,1.1195799730535139,1.1039308891296387,0.008893088402978162,0.2029700482853672,0.17404480187098184,0.0
3,1.0,1.0934315851780407,1.087451743443807,0.016677756200495518,0.16639067658206871,0.17362572240829469,0.0
4,1.0,1.0852900611475895,1.0819235178629558,0.017118258169345688,0.16580859953060484,0.1533336451848348,0.0
5,1.0,1.080404490052608,1.0815006713867188,0.016303828538509837,0.13877861399399608,0.13308211914698284,0.0
6,1.0,1.0746748979802718,1.0762093070348104,0.016801883812274848,0.12073261722765471,0.12463727188110352,0.0
7,1.0,1.071727597587987,1.073329696973165,0.016753588981272882,0.12126423352224786,0.11747554492950439,0.0
8,1.0,1.0678310635549981,1.0662039651870727,0.016548425741493702,0.11914368897990177,0.12046317132314047,0.0
9,1.0,1.0669147789771096,1.0625921545028687,0.016715218162327482,0.11805157126878438,0.11394355964660645,0.0
10,1.0,1.0632016320814166,1.0635771684646607,0.016219863754223313,0.11551217523374055,0.12556726121902465,0.0
11,1.0,1.0621773633120353,1.0610629450480142,0.016645295466770207,0.11165948445336861,0.1152792247136434,0.0
12,1.0,1.0582563247513352,1.0618274240493775,0.016726355787562697,0.10456269342020938,0.10015982548395792,0.0
13,1.0,1.056778666663588,1.0564894762039185,0.01644088062121157,0.09413567119732237,0.09803572511672974,0.0
14,1.0,1.0546983937380607,1.0593085152308146,0.016565877989457363,0.09262353050499632,0.10043937158584594,0.0
15,1.0,1.0533188877105712,1.0542170047760009,0.016543451937928534,0.0933799553754037,0.09012288649876912,0.0
16,1.0,1.0515610058433131,1.060667729695638,0.016021641669827596,0.08273177386166757,0.09625670258204143,0.0
17,1.0,1.0498046161417376,1.0506277923583984,0.015953033851230876,0.07967025530129149,0.07785611200332641,0.0
18,1.0,1.049084597922208,1.053239624341329,0.01608171486619272,0.07730583861836215,0.07828758017222087,0.0
19,1.0,1.0471901408413,1.0511064840952555,0.01587083059706186,0.07486351914991413,0.08453177086512248,0.0
20,1.0,1.0454975041841206,1.0495521618525188,0.015703251704965768,0.07116820845687599,0.07400816377003988,0.0
21,1.0,1.043626289250558,1.0531612087885538,0.01583356534441312,0.06838175985269379,0.0771079904238383,0.0
22,1.0,1.0419404951731364,1.0491950203577678,0.01584302507889898,0.06674749263964201,0.07799182415008545,0.0
23,1.0,1.0409711564047295,1.0465866797765095,0.015942236258011114,0.06526561447612027,0.07125918372472127,0.0
24,1.0,1.0407246755633437,1.0457417656580608,0.015799014013064536,0.06608215224952028,0.07238581069310507,0.0
25,1.0,1.0383686829951773,1.0471709152857462,0.015659727152371617,0.06389413694749799,0.07728360064824422,0.0
26,1.0,1.0382471800185087,1.0485662358601888,0.01567598669701501,0.06498563396721556,0.07100125090281169,0.0
27,1.0,1.035956743959795,1.047284909884135,0.015828307769277638,0.0618534923185382,0.07697820965449015,0.0
28,1.0,1.0353802541097006,1.0464001677831014,0.015788341248767417,0.06181791587461505,0.07079022852579753,0.0
29,1.0,1.0345526380706251,1.0460465755462647,0.015773508387960884,0.05984048832508555,0.06842747020721436,0.0
30,1.0,1.0337023243987769,1.0438268146514893,0.015439277340707026,0.05953469532414486,0.07643677473068237,0.0
31,1.0,1.033148092336822,1.0407867952982586,0.015546313376018875,0.06252052668521278,0.0742325717608134,0.0
32,1.0,1.0312923960936697,1.0434721612930298,0.015492390549235176,0.06140284799274645,0.0745681357383728,0.0
33,1.0,1.0311616545560067,1.0428038066228231,0.015428727426811268,0.06157950614628039,0.07579563029607136,0.0
34,1.0,1.0305200034693667,1.0411444387435913,0.01582949727878236,0.06285124263428805,0.07239671246210734,0.0
35,1.0,1.0295344679481104,1.0385058024724325,0.015311180584916944,0.06242714927907576,0.06541963036855061,0.0
36,1.0,1.0294767644447194,1.040191174507141,0.015476451488701921,0.06202533813945034,0.07579847812652588,0.0
37,1.0,1.0276549863146063,1.0400846738815308,0.015628123782705842,0.05941805130975288,0.07280821641286214,0.0
38,1.0,1.0281932028051008,1.0391698916753134,0.015578602734364962,0.05900530199418988,0.07173555739720662,0.0
39,1.0,1.0265186011833056,1.0400087690353395,0.015614780068397522,0.05623872768669798,0.06886317745844524,0.0
40,1.0,1.025867269365411,1.0395114247004191,0.015535876449001463,0.0561397756693656,0.06662673870722453,0.0
41,1.0,1.0252785323293585,1.0436921005249022,0.015692950625560784,0.0576420371574268,0.07528404188156128,0.0
42,1.0,1.024205105781555,1.0389718780517578,0.015496756834680573,0.05654949492738958,0.07295124133427938,0.0
