epoch,temp,train_loss,val_loss,train_var,train_quant_loss,val_quant_loss
1,1.0166666666666666,1.1182180222795721,1.064448297182719,0.00018330416242832526,0.4366190107077883,0.3323580616315206
2,1.0333333333333334,1.0772089020411173,1.0579558029174805,0.00036066902053885554,0.37856104143042313,0.5313087193171183
3,1.05,1.0691695293292665,1.0535543139775594,0.0006453985760658326,0.4188550050467776,0.3922643106778463
4,1.0666666666666667,1.0641668435983491,1.0482545077006022,0.0009856886055745315,0.3965785388444599,0.30603437360127766
5,1.0833333333333333,1.0598203747230663,1.0452486934661864,0.0011317883432401638,0.302477815201408,0.24682321071624755
6,1.1,1.0558321299134639,1.042455135345459,0.0014825295732895794,0.23196250852785613,0.20091209077835084
7,1.1166666666666667,1.0523630810285869,1.0401613992055256,0.002240442401157659,0.20999183633871246,0.19238349103927613
8,1.1333333333333333,1.0485800534465857,1.0352898473739625,0.003407258312757078,0.19149495685309695,0.1604181259473165
9,1.15,1.0452504168895254,1.0339337196350098,0.0054489212336116715,0.17953023856146294,0.1430602429707845
10,1.1666666666666667,1.041368627564949,1.0292393468221028,0.007836000144220236,0.17452306786754676,0.18280968602498374
11,1.1833333333333333,1.0388795801129258,1.027552495320638,0.009981721689042293,0.15635740848173174,0.15154656394322713
12,1.2,1.0358110593661927,1.0241945943832398,0.011275650623205461,0.19199889505118656,0.17263842550913494
13,1.2166666666666668,1.0335045503147862,1.0232097946802774,0.012049724098098905,0.15637749083836874,0.13397984377543132
14,1.2333333333333334,1.032008907267922,1.0200693890253703,0.012424904565277853,0.13394058666731182,0.10267618783315023
15,1.25,1.0299929705502695,1.0202945159276327,0.012736309304310564,0.1121384694199813,0.09507054154078165
16,1.2666666666666666,1.0289031266831514,1.0196807120641072,0.013024703232865585,0.10574962037906312,0.09272080198923746
17,1.2833333333333332,1.0272544956541898,1.0177788190841675,0.01298623583688025,0.10502440818987395,0.1124021881421407
18,1.3,1.0263264160825496,1.0166866938273111,0.013160506761387775,0.11815331754349825,0.10188597695032756
19,1.3166666666666667,1.0248554826033742,1.0154298254648844,0.013377850472142822,0.11220275662238138,0.09750118017196656
20,1.3333333333333333,1.0239239980630708,1.0144542757670085,0.013430058719949765,0.1061218530504327,0.10978540229797364
21,1.35,1.0225781319601495,1.0139204537073772,0.013375376128836682,0.1072666220664978,0.09351248184839885
22,1.3666666666666667,1.0220704963416385,1.013500075340271,0.013455688776546402,0.10266555647264447,0.08594725910822551
23,1.3833333333333333,1.0214545179668226,1.0121168772379556,0.013476025774290688,0.10643789800008138,0.10517807722091675
24,1.4,1.0205310708430775,1.012025055249532,0.01343776563881782,0.10309029988238685,0.0761947390238444
25,1.4166666666666665,1.0192063157098334,1.0104443566004435,0.013604651588815868,0.09768376572090283,0.10863039286931356
